Name,Points,Year,Position,Number,School,REC,YDS,TDS
Colby Eskildsen,1.5,JR,TE/DL,#12,Northwood-Kensett,1.0,5.0,0.0
Louden Huisenga,2.1,JR,RB/LB,#8,WACO,1.0,11.0,0.0
Brayden Hepke,11.2,SR,WR/DB,#17,BGM,5.0,62.0,0.0
Chase Klatt,8.5,SO,TE/CB,#4,Calamus-Wheatland,2.0,65.0,0.0
Jed Bielenberg,0.0,SR,DE/WR,#15,Siouxland Christian,0.0,0.0,0.0
Cruz DeJong,0.0,SR,TE/LB,#40,Montezuma,0.0,0.0,0.0
Alex Tiedemann,2.2,SO,QB/DB,#34,Northwood-Kensett,1.0,12.0,0.0
Collin Hoffman,0.0,SR,QB/S,#14,GTRA,0.0,0.0,0.0
Ty Christensen,0.0,SO,,#5,Don Bosco,0.0,0.0,0.0
Edward Miller,12.9,SR,TE/DE,#31,Audubon,2.0,49.0,1.0
Talan Driscoll,11.5,FR,C/DE,#5,Easton Valley,3.0,25.0,1.0
Justin Weispfenning,0.0,JR,RB/DB,#3,Easton Valley,0.0,0.0,0.0
Austin Lack,0.0,SR,WR/DB,#3,East Union,0.0,0.0,0.0
Wyatt Christiansen,3.0,SO,RB/LB,#10,Midland,2.0,10.0,0.0
Tyler Ballard,0.0,SR,TE/DE,#22,HLV,0.0,0.0,0.0
Mitch Stevens,16.3,SR,TE/LB,#37,West Bend-Mallard,2.0,83.0,1.0
Cody Samson,0.0,SR,TE/LB,#36,Baxter,0.0,0.0,0.0
Donald Bashor,20.4,SR,RB/LB,#44,Lenox,2.0,64.0,2.0
Gio Cruz,1.6,SR,RB/DB,#5,Lenox,1.0,6.0,0.0
Logan French,22.2,SR,WR/DB,#1,Stanton/Essex Vikings,6.0,102.0,1.0
Samuel Dascher,9.3,SO,TE/CB,#31,Calamus-Wheatland,1.0,23.0,1.0
Lane Oswalt,1.8,SR,WR/DB,#87,Collins-Maxwell,1.0,8.0,0.0
Sheldon Vandenberg,13.3,JR,OG/LB,#12,East Mills,4.0,33.0,1.0
Luke Cripps,4.8,SR,QB/S,#1,Boyer Valley,3.0,18.0,0.0
Levi Reineke,0.0,SO,LB/RB,#29,Boyer Valley,0.0,0.0,0.0
J.D. Kruse,10.0,SO,RB/DE,#2,Turkey Valley,1.0,30.0,1.0
Oliver Schmitt,0.0,SR,FB,#22,Turkey Valley,0.0,0.0,0.0
Cristian Brown,0.0,SR,WR/DB,#47,Dunkerton,0.0,0.0,0.0
Luke Erselius,0.0,SO,WR/DB,#15,Montezuma,0.0,0.0,0.0
Robert Beardsley,34.6,JR,WR/DB,#18,Southeast Warren,5.0,116.0,3.0
Keaton Harpenau,0.0,JR,SL/DB,#2,Remsen St. Mary's,0.0,0.0,0.0
Collin Homan,13.1,JR,OL/DL,#55,Remsen St. Mary's,3.0,41.0,1.0
Abram Edwards,3.6,SR,TE/DE,#84,Winfield-Mt Union,1.0,26.0,0.0
Cole Milks,0.0,SR,RB/S,#11,Winfield-Mt Union,0.0,0.0,0.0
Ben Belew,0.0,JR,,#3,Don Bosco,0.0,0.0,0.0
Ian Smith,4.2,JR,TE/LB,#5,Iowa Valley,1.0,32.0,0.0
Cal Pryor,5.0,FR,QB/DB,#12,Woodbine,3.0,20.0,0.0
Johnathan Riesselman,0.0,SO,WR/DB,#7,Ar-We-Va,0.0,0.0,0.0
Will Felper,1.7,SR,SL,#18,Riceville,1.0,7.0,0.0
Bennett Steger,0.0,SR,WR,#14,Edgewood-Colesburg,0.0,0.0,0.0
Cale Westerbeck,0.0,SO,WR/DB,#4,New London,0.0,0.0,0.0
Jordan Boehde,2.0,FR,RB/DB,#13,Easton Valley,1.0,10.0,0.0
James Bell,0.0,SR,WR/DB,#21,Waterloo Christian,0.0,0.0,0.0
Carter Sholtus,0.0,SR,WR/CB,#2,HLV,0.0,0.0,0.0
Cannon Hansen,0.0,JR,TE/DL,#33,Exira-EHK,0.0,0.0,0.0
Bryce Brabham,1.3,SO,RB/DB,#9,Exira-EHK,1.0,3.0,0.0
Jordan Cota,19.0,JR,TE/DE,#81,Kee,3.0,40.0,2.0
Nolan Gannon,0.0,FR,RB/LB,#34,Murray,0.0,0.0,0.0
Jiri Brodigan,0.0,SO,WR/LB,#32,East Mills,0.0,0.0,0.0
Emmett Burke,0.0,SO,WR/DB,#10,Lone Tree,0.0,0.0,0.0
Jeremiah Lynam,0.0,SR,DB/WR,#9,Siouxland Christian,0.0,0.0,0.0
Charlie Schaefer,0.0,SR,QB/S,#6,North Iowa,0.0,0.0,0.0
Christian Reinke,1.3,JR,TE/LB,#25,Rockford,1.0,3.0,0.0
Kolton Robinson,3.3,SO,RB/DB,#23,Northwood-Kensett,2.0,13.0,0.0
Trenton Struss,0.0,SR,RB/S,#21,Newell-Fonda,0.0,0.0,0.0
Trey Fisher,4.0,JR,RB/LB,#89,Southeast Warren,2.0,20.0,0.0
Jaxson Schnell,0.0,SO,LB/WR,#4,GTRA,0.0,0.0,0.0
Layne Mastin,1.9,SR,OG/DE,#11,East Mills,1.0,9.0,0.0
Burke Busta,0.0,SR,FB,#9,Turkey Valley,0.0,0.0,0.0
Caleb Kurtenbach,9.0,SR,QB,#5,Turkey Valley,1.0,20.0,1.0
John Stauffer,0.0,JR,TE/LB,#82,Clarksville,0.0,0.0,0.0
Colin Snyder,0.0,SO,RB/LB,#24,Dunkerton,0.0,0.0,0.0
Adam Scott,1.2,SR,RB/LB,#26,West Central,1.0,2.0,0.0
Mark Lensch,0.0,SR,TE/LB,#33,Glidden-Ralston,0.0,0.0,0.0
Emmett Snyder,0.0,SR,RB/S,#29,Glidden-Ralston,0.0,0.0,0.0
Braydon Draeger,0.0,SR,TE/LB,#88,Melcher-Dallas,0.0,0.0,0.0
Carter Michalek,0.0,JR,WR/DB,#2,Montezuma,0.0,0.0,0.0
Hunter Hughes,0.0,SR,CB/WR,#3,WACO,0.0,0.0,0.0
Jacksyn Hogrefe,0.0,SO,RB/DB,#26,Newell-Fonda,0.0,0.0,0.0
Guyson Lyman,0.0,JR,TE/DE,#40,Newell-Fonda,0.0,0.0,0.0
Lucas Dirkx,1.7,SO,TE/DE,#40,Southeast Warren,1.0,7.0,0.0
Braden Simington,0.0,SR,S/WR,#2,GTRA,0.0,0.0,0.0
Caleb Swedin,0.0,SO,RB/LB,#7,GTRA,0.0,0.0,0.0
McKoy Nuss,0.0,SO,QB/LB,#13,Tripoli,0.0,0.0,0.0
Ethan Schaufenbuel,0.0,SO,WR/CB,#20,Tripoli,0.0,0.0,0.0
Tristan Freiberg,0.0,SR,WR/CB,#1,Tripoli,0.0,0.0,0.0
Kyle Boeckmann,0.0,JR,RB/LB,#8,Tripoli,0.0,0.0,0.0
Silas Walston,21.3,SR,RB/DE,#33,Bedford,2.0,73.0,2.0
Kyler Knaack,0.0,JR,,#20,Don Bosco,0.0,0.0,0.0
Dillon Reed,2.5,SO,WR/DB,#11,Woodbine,1.0,15.0,0.0
Johnny Adams,3.5,JR,WR,#10,Riceville,2.0,15.0,0.0
Kinnick Henning,0.0,SO,RB/LB,#22,St. Edmond,0.0,0.0,0.0
Jakob Koopman,0.0,SO,SL/LB,#8,St. Edmond,0.0,0.0,0.0
Logan Franklin,0.0,SO,WR/DB,#7,New London,0.0,0.0,0.0
London Franklin,0.0,SO,RB/DE,#6,New London,0.0,0.0,0.0
Mason McIntosh,10.1,SR,QB/LB,#16,West Harrison/Whiting Hawkeyes,3.0,71.0,0.0
Carson Hopkins,6.6,FR,TE/LB,#45,West Harrison/Whiting Hawkeyes,3.0,36.0,0.0
Andreas Buttry,2.1,JR,QB/CB,#5,Sidney,1.0,11.0,0.0
Eli Weimer,0.0,JR,WR/DB,#18,Waterloo Christian,0.0,0.0,0.0
Terrian Islas,0.0,JR,TE/DE,#5,East Union,0.0,0.0,0.0
Fischer Buffington,2.3,JR,RB/DE,#12,East Union,2.0,3.0,0.0
Sean McCulloch,4.1,FR,QB/DB,#24,HLV,2.0,21.0,0.0
Wade Sankot,0.0,SO,RB/LB,#3,Belle Plaine,0.0,0.0,0.0
Carter Fehr,0.0,SR,TE/DL,#13,West Bend-Mallard,0.0,0.0,0.0
Aidan Yoch,0.0,SR,TE/DB,#14,West Bend-Mallard,0.0,0.0,0.0
Dalton Kitzman,11.1,SR,RB/LB,#4,Lenox,1.0,41.0,1.0
Zane Johnson,0.0,JR,RB/LB,#7,Griswold,0.0,0.0,0.0
Derek Bartlett,4.8,SR,LB/RB,#4,Stanton/Essex Vikings,2.0,28.0,0.0
Brayden Svejda,0.0,JR,QB/CB,#1,Calamus-Wheatland,0.0,0.0,0.0
Kellen Whitman,0.0,FR,FB/LB,#32,Calamus-Wheatland,0.0,0.0,0.0
Tyler Rodgers,0.0,JR,WR/CB,#17,Mormon Trail,0.0,0.0,0.0
Kael Blohm,0.0,SO,WR/DB,#15,Gladbrook-Reinbeck,0.0,0.0,0.0
Sam Hoodjer,13.5,JR,WR/CB,#80,Clarksville,1.0,65.0,1.0
Sam Fettkether,0.0,SR,OL/LB,#47,Central Elkader,0.0,0.0,0.0
Preston Kulper,0.0,SO,WR/DB,#81,Central Elkader,0.0,0.0,0.0
Kyle Reinhart,0.0,JR,WR/DB,#40,Central Elkader,0.0,0.0,0.0
Logan Sharpe,0.0,JR,RB/LB,#28,Central Elkader,0.0,0.0,0.0
Domonic Garcia,0.0,SO,WR/DB,#8,Lone Tree,0.0,0.0,0.0
Grant Finck,0.0,JR,RB/LB,#10,Dunkerton,0.0,0.0,0.0
Jackson Stansberry,0.0,SO,WR/DB,#22,Siouxland Christian,0.0,0.0,0.0
Waylon Hein,0.0,JR,TE/LB,#23,Glidden-Ralston,0.0,0.0,0.0
Carson Frerichs,0.0,SR,RB/LB,#28,North Iowa,0.0,0.0,0.0
Jeffery Gerber,0.0,SR,RB/LB,#20,North Iowa,0.0,0.0,0.0
Trent Robertson,0.0,SR,WR/LB,#5,North Iowa,0.0,0.0,0.0
Talan Jacobsen,0.0,FR,QB/LB,#10,North Iowa,0.0,0.0,0.0
Alex Black,0.0,SR,WR/DB,#30,Montezuma,0.0,0.0,0.0
Brett Plants,0.0,JR,RB/LB,#22,Montezuma,0.0,0.0,0.0
Dane Strong,0.0,FR,RB/LB,#33,Montezuma,0.0,0.0,0.0
Aden Bice,0.0,JR,WR/LB,#7,Northwood-Kensett,0.0,0.0,0.0
Ben Yezek,0.0,SR,WR/DB,#21,Northwood-Kensett,0.0,0.0,0.0
Blake Helmick,0.0,JR,OG/DE,#87,Moravia,0.0,0.0,0.0
Jesse Myhr,1.5,JR,FB/DE,#8,Moravia,1.0,5.0,0.0
Isaac Rich,11.5,JR,CB/WR,#10,WACO,1.0,45.0,1.0
Ty Tauber,0.0,SR,OT/LB,#25,Newell-Fonda,0.0,0.0,0.0
Landen Dietrich,0.0,FR,RB/LB,#27,GTRA,0.0,0.0,0.0
Sam Schmillen,0.0,JR,WR/LB,#10,Remsen St. Mary's,0.0,0.0,0.0
Breckin Clatt,0.0,JR,RB/DB,#14,Colo-Nesco,0.0,0.0,0.0
Lucas Daggett,0.0,JR,TE/LB,#35,Colo-Nesco,0.0,0.0,0.0
Logan Boldt,0.0,SO,WR/LB,#3,Tripoli,0.0,0.0,0.0
Brody King,0.0,JR,TE/LB,#2,Bedford,0.0,0.0,0.0
Garrison Motsinger,0.0,JR,RB/S,#4,Bedford,0.0,0.0,0.0
David Schmitz,0.0,JR,,#4,Don Bosco,0.0,0.0,0.0
Owen Bral,0.0,JR,QB/LB,#3,Iowa Valley,0.0,0.0,0.0
Austin Williams,4.8,SR,RB/LB,#20,CAM,2.0,28.0,0.0
Jordan Goad,4.0,JR,QB/CB,#1,Springville,1.0,30.0,0.0
Braden Jordan,0.0,SO,QB/LB,#10,Springville,0.0,0.0,0.0
Landon Wittrock,0.0,JR,SL/LB,#9,Harris-Lake Park,0.0,0.0,0.0
Ezekiel Konkler,0.0,SR,WR/CB,#20,Audubon,0.0,0.0,0.0
Brody Becker,0.0,SO,,#13,GMG,0.0,0.0,0.0
Gabe Johnson,0.0,SR,QB/LB,#3,Sidney,0.0,0.0,0.0
Mekhi Benton,0.0,SR,TE/DE,#34,Central City,0.0,0.0,0.0
Chris Hanson,0.0,FR,FB/LB,#32,Central City,0.0,0.0,0.0
Devon Weisskopf,0.0,JR,RB/LB,#32,HLV,0.0,0.0,0.0
Jayden Smith,0.0,JR,OG/DE,#25,HLV,0.0,0.0,0.0
Lane Vokoun,0.0,JR,RB/DB,#35,Belle Plaine,0.0,0.0,0.0
Cash Emgarten,1.9,SR,WR/DB,#10,Exira-EHK,1.0,9.0,0.0
Karsen Strong,9.6,JR,OL/DL,#77,Kee,1.0,26.0,1.0
Tanner Troendle,0.0,FR,RB/DB,#23,Kee,0.0,0.0,0.0
Keegan Chew,0.0,FR,QB/S,#7,Murray,0.0,0.0,0.0
Kendrick Mastin,0.0,SR,RB/LB,#9,Murray,0.0,0.0,0.0
Wyatt Patton,0.0,FR,OG/LB,#40,Murray,0.0,0.0,0.0
Seth McMurry,0.0,SO,TE/LB,#12,Murray,0.0,0.0,0.0
Carter Smith,0.0,JR,C/DT,#70,Baxter,0.0,0.0,0.0
Deshon Anderson,0.0,SO,RB/LB,#32,English Valleys,0.0,0.0,0.0
Drake Axmear,0.0,JR,WR/CB,#4,English Valleys,0.0,0.0,0.0
Coen Good,0.0,SR,WR/CB,#2,English Valleys,0.0,0.0,0.0
Dawson Evans,0.0,SO,QB/DB,#1,Lenox,0.0,0.0,0.0
Keegan Smith,0.0,SR,RB/LB,#3,Lenox,0.0,0.0,0.0
Chase England,0.0,JR,TE/DL,#33,Lenox,0.0,0.0,0.0
Blake Micetich,0.0,SR,RB/DB,#3,Twin Cedars,0.0,0.0,0.0
Dallas Smith,0.0,JR,QB/DB,#2,Twin Cedars,0.0,0.0,0.0
Peyton Cook,0.0,JR,QB/CB,#2,Griswold,0.0,0.0,0.0
Holden Jensen,0.0,JR,WR/CB,#33,Griswold,0.0,0.0,0.0
Cole Green,13.5,FR,TE/DE,#34,Calamus-Wheatland,1.0,65.0,1.0
Brody Koch,0.0,SO,RB/LB,#5,Calamus-Wheatland,0.0,0.0,0.0
Luke Rohling,0.0,SR,FB/LB,#16,Calamus-Wheatland,0.0,0.0,0.0
Austin Boege,0.0,SO,RB/LB,#22,Collins-Maxwell,0.0,0.0,0.0
Wyatt Oswald,0.0,JR,QB/LB,#10,Coon Rapids-Bayard,0.0,0.0,0.0
Caden Oswald,0.0,FR,RB/DB,#6,Coon Rapids-Bayard,0.0,0.0,0.0
Degin Dixson,0.0,SR,QB/CB,#3,Mormon Trail,0.0,0.0,0.0
Austin Gehring,1.4,SR,WR/DB,#4,Gladbrook-Reinbeck,1.0,4.0,0.0
Trypp Roszell,0.0,JR,WR/DB,#18,Gladbrook-Reinbeck,0.0,0.0,0.0
Anthony Knaack,0.0,FR,WR/LB,#47,Gladbrook-Reinbeck,0.0,0.0,0.0
Brayden Utter,0.0,FR,WR/LB,#17,Gladbrook-Reinbeck,0.0,0.0,0.0
Jacob Berens,0.0,SR,RB/LB,#34,Boyer Valley,0.0,0.0,0.0
Cooper Petersen,1.1,JR,DE/OG,#33,Boyer Valley,1.0,1.0,0.0
Wiatt Schulte,0.0,SO,DL/OL,#89,Boyer Valley,0.0,0.0,0.0
Brody Koski,0.0,FR,QB/LB,#7,Boyer Valley,0.0,0.0,0.0
Eli Schmidt,0.0,SR,RB/S,#3,Clarksville,0.0,0.0,0.0
Kale Doeppke,0.0,SR,WR/DB,#5,Central Elkader,0.0,0.0,0.0
Dominic Graap,0.0,SR,WR/DB,#19,Lone Tree,0.0,0.0,0.0
Maddox Jondle,0.0,JR,QB/LB,#11,Lone Tree,0.0,0.0,0.0
Brody Magruder,0.0,JR,TE/DL,#26,Lone Tree,0.0,0.0,0.0
Ledger Dalton,0.0,SO,WR/DB,#5,Dunkerton,0.0,0.0,0.0
Jacob Snyder,0.0,SR,OL/DL,#52,Dunkerton,0.0,0.0,0.0
Biar Biar,0.0,JR,OG/DL,#65,Siouxland Christian,0.0,0.0,0.0
Bennett Pfister,0.0,SO,WR/DB,#29,Siouxland Christian,0.0,0.0,0.0
Edde Gonzalez,0.0,SR,RB/LB,#1,West Central,0.0,0.0,0.0
Drake Puls,2.0,SO,WR/DB,#21,West Central,1.0,10.0,0.0
Kael Caikoski,0.0,SR,RB/LB,#22,Melcher-Dallas,0.0,0.0,0.0
Colton Cox,0.0,FR,RB/DB,#33,Melcher-Dallas,0.0,0.0,0.0
Rocky Johnson,0.0,FR,RB/DB,#15,Melcher-Dallas,0.0,0.0,0.0
Kenny Criswell,0.0,SR,WR/DB,#9,Montezuma,0.0,0.0,0.0
Easton Hudnut,0.0,FR,WR/DB,#3,Montezuma,0.0,0.0,0.0
Joe Koehler,1.3,SR,FB/DE,#24,Rockford,1.0,3.0,0.0
Corbin Harris,0.0,JR,WR/S,#23,Rockford,0.0,0.0,0.0
Shane Helmick,0.0,SR,QB/DE,#12,Moravia,0.0,0.0,0.0
William Kok,3.7,SO,WR/DB,#22,Moravia,1.0,27.0,0.0
Isaac Messamaker,0.0,JR,FB/LB,#25,Moravia,0.0,0.0,0.0
Niles Reichenbach,1.1,SO,RB/DB,#24,WACO,1.0,1.0,0.0
Isaiah Malm,0.0,JR,S/WR,#24,GTRA,0.0,0.0,0.0
Cade Tentinger,0.0,JR,RB/DB,#5,Remsen St. Mary's,0.0,0.0,0.0
Brady Wurth,1.1,JR,LB/WR,#11,Remsen St. Mary's,1.0,1.0,0.0
Mark Bower,0.0,JR,RB/DB,#25,Colo-Nesco,0.0,0.0,0.0
Landon Gjerde,0.0,SO,RB/LB,#1,Colo-Nesco,0.0,0.0,0.0
Hunter Hardin,0.0,JR,RB/LB,#36,Colo-Nesco,0.0,0.0,0.0
Mason McKinney,1.2,JR,OL/DE,#62,Colo-Nesco,1.0,2.0,0.0
Nolan Birdsall,0.0,,,,West Harrison,,,
Jamison Martin,0.0,,,,West Harrison,,,
Brenden Connett,0.0,,,,Twin Cedars,,,
Drew Lappe,0.0,,,,Bishop Garrigan,,,
Jeremiah Marquette,0.0,,,,Waterloo Christian,,,
Aiden Klostermann,0.0,,,,Central City,,,
Holden Roberts,0.0,,,,Twin Cedars,,,
Bram Bielenberg,0.0,,,,Siouxland Christian,,,
Hayden Loftsgard,0.0,,,,Tripoli,,,
Harley Molina,0.0,,,,Ar-We-Va,,,
Wade Ragaller,0.0,,,,Ar-We-Va,,,
Trevor Forey,0.0,,,,Janesville,,,
Evan Alt,0.0,,,,Audubon,,,
Sam DeMeulenaere,0.0,,,,Belle Plaine,,,
Alex Hansen,0.0,,,,Exira-EHK,,,
Keyden Lown,0.0,,,,English Valleys,,,
Reed Oswalt,0.0,,,,Collins-Maxwell,,,
Kolby Culbertson,0.0,,,,Coon Rapids-Bayard,,,
Owen Hammersland,0.0,,,,Central Elkader,,,
David Rose,0.0,,,,Montezuma,,,
Broox Stockman,0.0,,,,Montezuma,,,
Devon Ehlers,0.0,,,,Ar-We-Va,,,
Klay Baker,0.0,,,,St. Edmond,,,
Conlin Rouse,0.0,,,,Springville,,,
Sam Plathe,0.0,,,,Bishop Garrigan,,,
Austin Christensen,0.0,,,,Audubon,,,
Kaleb Gill,0.0,,,,GMG,,,
Gavin DeFord,0.0,,,,Waterloo Christian,,,
JW Linkenhoker,0.0,,,,Fremont-Mills,,,
Simon Showalter,0.0,,,,Stanton,,,
Owen Garside,0.0,,,,Boyer Valley,,,
Evan Ten Eyck,0.0,,,,Boyer Valley,,,
Jack Follmann,0.0,,,,CAM,,,
Kael Cress,0.0,,,,Midland,,,
Cael Weisskopf,0.0,,,,HLV,,,
Lucas Madison,0.0,,,,Fremont-Mills,,,
Jacob Martin,0.0,,,,Stanton,,,
Braxton Kniep,0.0,,,,Remsen St. Mary's,,,
Andrew Beran,0.0,,,,Riceville,,,
Kaden Kobliska,0.0,,,,Riceville,,,
Leo Ehn,0.0,,,,St. Edmond,,,
Tate Martin,0.0,,,,BGM,,,
James Buhlman,0.0,,,,Easton Valley,,,
Braedon Godfread,0.0,,,,Sidney,,,
Logan French,0.0,,,,Stanton,,,
Drew Eilers,0.0,,,,Gladbrook-Reinbeck,,,
Nolan Cushion,0.0,,,,West Central,,,
Jacob Morey,0.0,,,,Tripoli,,,
Dawson Smith,0.0,,,,Iowa Valley,,,
Collin Bower,0.0,,,,CAM,,,
Christopher Lange,0.0,,,,Edgewood-Colesburg,,,
Justin Bauer,0.0,,,,Bishop Garrigan,,,
Brigham Porter,0.0,,,,New London,,,
Ty Alcott,0.0,,,,Belle Plaine,,,
Riley Simmons,0.0,,,,Belle Plaine,,,
Logan Grimm,0.0,,,,West Bend-Mallard,,,
Quintin White,0.0,,,,Exira-EHK,,,
Ayden Lamb,0.0,,,,Murray,,,
Jordan Martin-England,0.0,,,,Lenox,,,
Dylan Linkenhoker,0.0,,,,Fremont-Mills,,,
Judson Beary,0.0,,,,Twin Cedars,,,
Conner Bowers,0.0,,,,Griswold,,,
Cody Dorscher,0.0,,,,Griswold,,,
Gavin Ford,0.0,,,,Stanton,,,
Johnny Resh,0.0,,,,Stanton,,,
Levi Evans,0.0,,,,Mormon Trail,,,
Caleb Urban,0.0,,,,East Mills,,,
Treyvon Herron,0.0,,,,Gladbrook-Reinbeck,,,
Ty Lindquist,0.0,,,,Dunkerton,,,
Alex Daniel,0.0,,,,Glidden-Ralston,,,
Anthony Eisele,0.0,,,,North Iowa,,,
Ryker Hoffman,0.0,,,,Rockford,,,
Carter Anderson,0.0,,,,Northwood-Kensett,,,
Cal Peterman,0.0,,,,Bedford,,,
Carter Loyd,0.0,,,,Winfield-Mt Union,,,
Owen Murphy,0.0,,,,Bishop Garrigan,,,
Landon Lindgren,0.0,,,,Lamoni,,,
Kelan Stevenson,0.0,,,,Lamoni,,,
Clay Westphal,0.0,,,,West Harrison,,,
Gavin Benter,0.0,,,,Waterloo Christian,,,
Max Henstorf,0.0,,,,HLV,,,
Eric Wilson,0.0,,,,Exira-EHK,,,
Jackson Schulte,0.0,,,,Kee,,,
Stadan Vansice,0.0,,,,Baxter,,,
Braxton Blackburn,0.0,,,,Fremont-Mills,,,
Mason Steinhoff,0.0,,,,Griswold,,,
Jack Scherf,0.0,,,,Central Elkader,,,
Marshawn Taylor,0.0,,,,Rockford,,,
Gage Samo,0.0,,,,WACO,,,
Micah Moores,0.0,,,,Woodbine,,,
Brody Paulsen,0.0,,,,CAM,,,
Aidan Ebert,0.0,,,,Riceville,,,
Creyton Ogier,0.0,,,,Lamoni,,,
Cole Bethune,0.0,,,,West Harrison,,,
Cole Fehr,0.0,,,,West Bend-Mallard,,,
Landen Nelson,0.0,,,,Northwood-Kensett,,,
Brodie Ludwig,0.0,,,,Woodbine,,,
Mason Hoy,0.0,,,,Springville,,,
Mason McIntosh,0.0,,,,West Harrison,,,
Carson Hopkins,0.0,,,,West Harrison,,,
Aiden Stenzel,0.0,,,,Sidney,,,
Kaleb Drape,0.0,,,,Kee,,,
Andrew Kolsrud,0.0,,,,Kee,,,
Ben Ryan,0.0,,,,Colo-Nesco,,,
Gannon Short,0.0,,,,Colo-Nesco,,,
Kael Johnson,0.0,,,,Winfield-Mt Union,,,
Carter Hassebroek,0.0,,,,Iowa Valley,,,
Joe Freund,0.0,,,,Woodbine,,,
Brenden Wagner,0.0,,,,Woodbine,,,
Brenner Sullivan,0.0,,,,Woodbine,,,
Brayden Chester,0.0,,,,CAM,,,
Reagan Richardson,0.0,,,,Riceville,,,
Dominic McClain,0.0,,,,St. Edmond,,,
Sam Myer,0.0,,,,St. Edmond,,,
Gabe Meaney,0.0,,,,Janesville,,,
Talan Pletz,0.0,,,,Janesville,,,
Kahl Shanahan,0.0,,,,Springville,,,
Carter Battin,0.0,,,,Edgewood-Colesburg,,,
Caden Cole,0.0,,,,Edgewood-Colesburg,,,
Nathan Findlay,0.0,,,,BGM,,,
Beckett Rhoads,0.0,,,,BGM,,,
